"ticker","skew","kurt","avg","sdev","sharpe","cor_wti","cor_es1","cor_yld10y","cor_effr","beta_wti","beta_es1","beta_yld10y","beta_effr"
"AAPL",-1.23053045326841e-07,1.82810884447958e-07,-0.00083250037671315,0.0126551049927054,-0.0657837589805074,0.0929134308944458,0.54677424031931,0.105582842239473,-0.000105767561285856,0.0500697604337102,5.28367260034555,0.00250551014623419,-2.28912371900632e-06
"ABBV",3.40593965538613e-06,1.59947871603724e-06,-0.000945242537898813,0.0161251829126464,-0.0586190273325515,0.0568833943091647,0.482546585218743,0.125244918019456,-0.0913473804455859,0.0366954005226368,5.5865070224721,0.00355929720971687,-0.00236832871297753
"ABT",2.14616596642736e-06,2.08860969577734e-07,-0.000728271550758027,0.0119602812268877,-0.0608908383459088,0.0701637463157191,0.607132253402528,0.158227406975541,-0.0169159078627858,0.118029676592474,18.3289136848932,0.0118020717189625,-0.00114365099513685
"ACN",2.24311493626769e-06,1.87898073617225e-07,-0.000513334562706659,0.0110371753088004,-0.0465095958290484,0.103495802914149,0.653385434418102,0.171156336810085,-0.140234051004938,0.0683924517000551,7.74479484449841,0.00496902047243496,-0.00372221251745345
"ADBE",-8.99587261531513e-07,5.45589894084716e-07,-0.0015242162091443,0.0141094380842156,-0.108028129826761,0.0505207803979993,0.545454267222835,0.0636197526611001,-0.0980754567639339,0.0221343129252172,4.28533892156429,0.00122668331242359,-0.00172574288910021
"ADI",1.37514779037966e-06,2.49398203557146e-07,-0.000843087564900287,0.0140995075183325,-0.059795532844256,0.0589722970935363,0.56869785372257,0.189273077258777,-0.0660566592079193,0.0515199178301692,8.91176531463007,0.00724741597891824,-0.00231796019424167
"ADM",2.4273732844496e-06,4.29995524338678e-07,-0.000333042458228659,0.0139023368100589,-0.023955861721584,0.188830377695872,0.410513252447626,0.0783589437202287,-0.00430139941245847,0.306993359055355,11.9712454639599,0.00579939140578402,-0.000280885384337214
"ADP",8.82382472979419e-07,2.57145465015813e-07,-0.000433481412978591,0.0120143111040601,-0.0360804218589031,0.0499632274975669,0.513854099154085,0.132720450921896,-0.0846102019041498,0.0375731640774437,6.93141887194336,0.00439782814708566,-0.00255571408603286
"ADSK",7.79768315395945e-06,4.17115520742722e-06,-0.00139161329118391,0.0203976789854974,-0.06822410001517,0.0748184461949212,0.452167838342833,0.0934968662335892,-0.0324784176053015,0.0350951073712848,3.80445625258088,0.00193086007573458,-0.000611920501083278
"AEP",4.68301969047077e-07,3.10826602076531e-08,-0.000120337411908876,0.00929413340512876,-0.0129476742654104,-0.0628153596560275,0.186039995764083,-0.363759257737637,-0.0860512684525445,-0.097921606330274,5.20204415734204,-0.0250288174095499,-0.0053880573050615
"AET",-2.119677176643e-06,2.97802840313526e-07,-0.00074804514821829,0.0122864550884528,-0.0608837246246336,0.0641298249087767,0.368283256997144,0.202366724663576,0.000930237949561255,0.0343377744416975,3.53711434526477,0.00476513012577141,2.00063744607406e-05
"AGN",9.49909705076258e-06,2.14890512533612e-06,0.00117971823695495,0.0184479238692407,0.0639485638230521,0.0433818582481619,0.331256235866538,0.0604308717687324,0.0713828615756787,0.010314977020689,1.41279520234529,0.000631357865416055,0.000681736142399929
"AIG",2.52574956931177e-06,3.78082581191766e-07,5.00183282140454e-05,0.0120969432947029,0.00413479066533675,0.172893324325088,0.465151323635143,0.332395631752923,-0.0411016705102934,0.22985013069305,11.0921523594085,0.0194572546532674,-0.00219476615670346
